city,sample
dortmund,397_5706
dortmund,382_5708
dortmund,400_5714
dortmund,400_5710
dortmund,401_5714
dortmund,383_5708
dortmund,401_5710
dortmund,387_5715
dortmund,396_5702
dortmund,405_5709
dortmund,392_5713
dortmund,396_5706
dortmund,395_5697
dortmund,387_5711
dortmund,404_5710
dortmund,400_5705
dortmund,386_5708
dortmund,393_5706
dortmund,386_5704
dortmund,400_5709
dortmund,397_5713
dortmund,393_5702
dortmund,392_5706
dortmund,392_5702
dortmund,396_5713
dortmund,401_5709
dortmund,387_5704
dortmund,405_5710
dortmund,387_5708
dortmund,401_5705
dortmund,385_5704
dortmund,394_5713
dortmund,403_5709
dortmund,390_5702
dortmund,393_5697
dortmund,390_5706
dortmund,388_5710
dortmund,403_5705
dortmund,385_5708
dortmund,399_5707
dortmund,399_5703
dortmund,388_5714
dortmund,398_5707
dortmund,384_5708
dortmund,402_5705
dortmund,389_5710
dortmund,389_5714
dortmund,398_5703
dortmund,391_5702
dortmund,402_5709
dortmund,395_5713
dortmund,384_5704
dortmund,391_5706
dortmund,391_5715
dortmund,395_5704
dortmund,391_5711
dortmund,395_5700
dortmund,398_5710
dortmund,402_5712
dortmund,395_5708
dortmund,396_5699
dortmund,389_5707
dortmund,389_5703
dortmund,398_5714
dortmund,388_5707
dortmund,397_5699
dortmund,394_5708
dortmund,403_5712
dortmund,399_5710
dortmund,399_5714
dortmund,388_5703
dortmund,385_5713
dortmund,394_5704
dortmund,390_5715
dortmund,394_5700
dortmund,390_5711
dortmund,396_5708
dortmund,395_5699
dortmund,401_5712
dortmund,383_5706
dortmund,392_5711
dortmund,396_5700
dortmund,392_5715
dortmund,396_5704
dortmund,387_5713
dortmund,397_5700
dortmund,393_5711
dortmund,386_5713
dortmund,397_5704
dortmund,393_5715
dortmund,400_5716
dortmund,400_5712
dortmund,394_5699
dortmund,397_5708
dortmund,396_5715
dortmund,392_5704
dortmund,396_5711
dortmund,392_5700
dortmund,387_5706
dortmund,392_5708
dortmund,391_5699
dortmund,401_5703
dortmund,401_5707
dortmund,400_5703
dortmund,390_5699
dortmund,393_5708
dortmund,404_5712
dortmund,400_5707
dortmund,393_5704
dortmund,397_5715
dortmund,386_5706
dortmund,393_5700
dortmund,397_5711
dortmund,398_5705
dortmund,389_5712
dortmund,402_5707
dortmund,391_5708
dortmund,392_5699
dortmund,389_5716
dortmund,402_5703
dortmund,398_5701
dortmund,395_5711
dortmund,391_5700
dortmund,398_5709
dortmund,384_5706
dortmund,395_5715
dortmund,391_5704
dortmund,385_5706
dortmund,399_5709
dortmund,390_5700
dortmund,394_5711
dortmund,390_5704
dortmund,394_5715
dortmund,403_5707
dortmund,388_5712
dortmund,399_5705
dortmund,399_5701
dortmund,403_5703
dortmund,393_5699
dortmund,390_5708
dortmund,388_5716
dortmund,392_5709
dortmund,401_5702
dortmund,401_5706
dortmund,387_5703
dortmund,396_5714
dortmund,392_5705
dortmund,396_5710
dortmund,392_5701
dortmund,398_5699
dortmund,387_5707
dortmund,393_5705
dortmund,397_5714
dortmund,386_5707
dortmund,393_5701
dortmund,397_5710
dortmund,393_5709
dortmund,400_5706
dortmund,395_5710
dortmund,391_5701
dortmund,398_5708
dortmund,384_5707
dortmund,395_5714
dortmund,391_5705
dortmund,398_5704
dortmund,389_5713
dortmund,402_5706
dortmund,389_5717
dortmund,391_5709
dortmund,402_5702
dortmund,398_5700
dortmund,388_5713
dortmund,399_5704
dortmund,393_5698
dortmund,390_5709
dortmund,385_5707
dortmund,399_5708
dortmund,390_5701
dortmund,394_5710
dortmund,390_5705
dortmund,394_5714
dortmund,398_5711
dortmund,395_5709
dortmund,396_5698
dortmund,402_5713
dortmund,389_5706
dortmund,389_5702
dortmund,398_5715
dortmund,391_5714
dortmund,395_5705
dortmund,391_5710
dortmund,395_5701
dortmund,385_5712
dortmund,394_5705
dortmund,390_5714
dortmund,394_5701
dortmund,390_5710
dortmund,385_5716
dortmund,388_5706
dortmund,403_5713
dortmund,394_5709
dortmund,399_5711
dortmund,399_5715
dortmund,388_5702
dortmund,387_5716
dortmund,383_5707
dortmund,392_5710
dortmund,396_5701
dortmund,392_5714
dortmund,396_5705
dortmund,387_5712
dortmund,401_5713
dortmund,396_5709
dortmund,395_5698
dortmund,394_5698
dortmund,397_5709
dortmund,400_5713
dortmund,397_5701
dortmund,393_5710
dortmund,382_5707
dortmund,386_5716
dortmund,386_5712
dortmund,397_5705
dortmund,393_5714
ennepetal,382_5682
ennepetal,383_5682
ennepetal,388_5683
ennepetal,388_5687
ennepetal,389_5683
ennepetal,389_5687
ennepetal,385_5682
ennepetal,385_5686
ennepetal,384_5682
ennepetal,386_5686
ennepetal,386_5682
ennepetal,387_5686
ennepetal,387_5682
ennepetal,385_5683
ennepetal,385_5677
ennepetal,390_5679
ennepetal,384_5683
ennepetal,384_5677
ennepetal,386_5687
ennepetal,386_5683
ennepetal,387_5687
ennepetal,387_5683
ennepetal,382_5683
ennepetal,382_5677
ennepetal,383_5683
ennepetal,388_5682
ennepetal,388_5686
ennepetal,381_5677
ennepetal,389_5682
ennepetal,389_5686
ennepetal,384_5679
ennepetal,384_5681
ennepetal,384_5685
ennepetal,385_5681
ennepetal,390_5687
ennepetal,390_5683
ennepetal,385_5685
ennepetal,385_5679
ennepetal,387_5685
ennepetal,387_5681
ennepetal,387_5679
ennepetal,386_5679
ennepetal,386_5685
ennepetal,386_5681
ennepetal,383_5679
ennepetal,383_5681
ennepetal,383_5685
ennepetal,382_5681
ennepetal,382_5685
ennepetal,382_5679
ennepetal,389_5678
ennepetal,389_5680
ennepetal,389_5684
ennepetal,381_5679
ennepetal,388_5680
ennepetal,388_5684
ennepetal,388_5678
ennepetal,383_5680
ennepetal,383_5684
ennepetal,383_5678
ennepetal,382_5678
ennepetal,382_5680
ennepetal,382_5684
ennepetal,389_5681
ennepetal,389_5685
ennepetal,389_5679
ennepetal,381_5684
ennepetal,388_5679
ennepetal,381_5680
ennepetal,381_5678
ennepetal,388_5681
ennepetal,388_5685
ennepetal,384_5680
ennepetal,384_5684
ennepetal,384_5678
ennepetal,385_5678
ennepetal,385_5680
ennepetal,390_5686
ennepetal,390_5682
ennepetal,385_5684
ennepetal,387_5678
ennepetal,387_5684
ennepetal,387_5680
ennepetal,386_5684
ennepetal,386_5680
ennepetal,386_5678
essen,364_5707
essen,367_5696
essen,358_5698
essen,364_5703
essen,367_5692
essen,358_5694
essen,358_5690
essen,359_5694
essen,359_5690
essen,359_5698
essen,366_5696
essen,365_5707
essen,366_5692
essen,365_5703
essen,353_5704
essen,358_5701
essen,358_5705
essen,367_5703
essen,364_5692
essen,364_5696
essen,365_5692
essen,366_5703
essen,365_5696
essen,370_5698
essen,359_5701
essen,359_5705
essen,356_5691
essen,363_5707
essen,360_5696
essen,363_5703
essen,360_5692
essen,355_5704
essen,356_5695
essen,369_5693
essen,369_5697
essen,368_5693
essen,357_5699
essen,368_5697
essen,361_5696
essen,362_5707
essen,357_5691
essen,357_5695
essen,354_5704
essen,361_5692
essen,362_5703
essen,369_5702
essen,360_5703
essen,363_5692
essen,356_5704
essen,355_5691
essen,360_5707
essen,363_5696
essen,357_5704
essen,362_5692
essen,361_5703
essen,362_5696
essen,361_5707
essen,354_5691
essen,357_5700
essen,368_5702
essen,369_5696
essen,355_5701
essen,356_5690
essen,363_5706
essen,360_5697
essen,363_5702
essen,360_5693
essen,355_5705
essen,356_5694
essen,361_5697
essen,362_5706
essen,357_5690
essen,357_5694
essen,354_5705
essen,361_5693
essen,362_5702
essen,357_5698
essen,368_5696
essen,360_5702
essen,363_5693
essen,356_5705
essen,355_5694
essen,356_5701
essen,355_5690
essen,360_5706
essen,363_5697
essen,369_5703
essen,368_5703
essen,354_5694
essen,357_5705
essen,362_5693
essen,361_5702
essen,362_5697
essen,361_5706
essen,357_5701
essen,358_5695
essen,358_5691
essen,364_5706
essen,367_5697
essen,358_5699
essen,364_5702
essen,367_5693
essen,370_5700
essen,359_5699
essen,366_5697
essen,365_5706
essen,366_5693
essen,365_5702
essen,353_5705
essen,359_5695
essen,359_5691
essen,367_5702
essen,364_5693
essen,364_5697
essen,358_5700
essen,358_5704
essen,370_5699
essen,359_5700
essen,359_5704
essen,365_5693
essen,366_5702
essen,359_5708
essen,365_5697
essen,366_5706
essen,362_5704
essen,361_5695
essen,354_5703
essen,357_5692
essen,357_5696
essen,368_5698
essen,362_5700
essen,361_5691
essen,361_5699
essen,362_5708
essen,368_5694
essen,363_5708
essen,360_5699
essen,369_5694
essen,356_5692
essen,355_5703
essen,360_5695
essen,363_5704
essen,360_5691
essen,363_5700
essen,369_5698
essen,356_5696
essen,355_5707
essen,368_5705
essen,368_5701
essen,362_5699
essen,361_5708
essen,357_5707
essen,361_5700
essen,362_5691
essen,361_5704
essen,362_5695
essen,357_5703
essen,354_5692
essen,363_5691
essen,360_5700
essen,356_5707
essen,355_5692
essen,356_5703
essen,363_5695
essen,360_5704
essen,360_5708
essen,363_5699
essen,369_5701
essen,365_5704
essen,366_5695
essen,365_5700
essen,361_5711
essen,359_5697
essen,366_5699
essen,359_5693
essen,364_5708
essen,367_5699
essen,358_5697
essen,358_5693
essen,367_5695
essen,364_5704
essen,364_5700
essen,359_5702
essen,359_5706
essen,365_5699
essen,366_5700
essen,370_5697
essen,366_5704
essen,365_5695
essen,364_5691
essen,367_5700
essen,364_5695
essen,367_5704
essen,358_5702
essen,364_5699
essen,358_5706
essen,359_5696
essen,366_5698
essen,359_5692
essen,365_5705
essen,366_5694
essen,365_5701
essen,361_5710
essen,367_5694
essen,364_5705
essen,360_5710
essen,364_5701
essen,367_5698
essen,358_5696
essen,358_5692
essen,366_5701
essen,362_5710
essen,366_5705
essen,365_5694
essen,359_5703
essen,359_5707
essen,365_5698
essen,358_5703
essen,364_5698
essen,358_5707
essen,367_5701
essen,364_5694
essen,367_5705
essen,361_5698
essen,362_5709
essen,368_5695
essen,362_5705
essen,361_5694
essen,357_5693
essen,354_5706
essen,357_5697
essen,368_5699
essen,362_5701
essen,356_5693
essen,355_5702
essen,360_5694
essen,363_5705
essen,363_5701
essen,369_5699
essen,356_5697
essen,355_5706
essen,363_5709
essen,360_5698
essen,369_5695
essen,357_5706
essen,361_5701
essen,361_5705
essen,362_5694
essen,357_5702
essen,354_5693
essen,368_5704
essen,368_5700
essen,362_5698
essen,361_5709
essen,369_5704
essen,360_5709
essen,363_5698
essen,369_5700
essen,360_5701
essen,356_5706
essen,355_5693
essen,356_5702
essen,363_5694
essen,360_5705
euskirchen,339_5610
euskirchen,349_5615
euskirchen,349_5611
euskirchen,344_5609
euskirchen,339_5614
euskirchen,340_5618
euskirchen,351_5607
euskirchen,340_5610
euskirchen,340_5614
euskirchen,339_5618
euskirchen,351_5603
euskirchen,341_5610
euskirchen,350_5607
euskirchen,350_5603
euskirchen,338_5618
euskirchen,345_5605
euskirchen,341_5614
euskirchen,348_5615
euskirchen,338_5610
euskirchen,341_5618
euskirchen,345_5609
euskirchen,348_5611
euskirchen,343_5614
euskirchen,347_5605
euskirchen,352_5603
euskirchen,352_5607
euskirchen,343_5610
euskirchen,347_5609
euskirchen,342_5618
euskirchen,346_5609
euskirchen,353_5603
euskirchen,346_5605
euskirchen,342_5614
euskirchen,342_5610
euskirchen,343_5609
euskirchen,347_5618
euskirchen,347_5610
euskirchen,347_5614
euskirchen,346_5610
euskirchen,346_5614
euskirchen,346_5618
euskirchen,342_5609
euskirchen,344_5614
euskirchen,339_5609
euskirchen,344_5610
euskirchen,349_5608
euskirchen,340_5609
euskirchen,344_5618
euskirchen,349_5604
euskirchen,345_5618
euskirchen,341_5609
euskirchen,348_5604
euskirchen,345_5614
euskirchen,348_5608
euskirchen,345_5610
euskirchen,347_5611
euskirchen,347_5615
euskirchen,343_5608
euskirchen,347_5619
euskirchen,342_5608
euskirchen,346_5611
euskirchen,346_5615
euskirchen,349_5605
euskirchen,344_5615
euskirchen,344_5611
euskirchen,349_5609
euskirchen,345_5615
euskirchen,348_5609
euskirchen,345_5611
euskirchen,348_5605
euskirchen,340_5611
euskirchen,340_5615
euskirchen,339_5619
euskirchen,339_5611
euskirchen,349_5614
euskirchen,349_5610
euskirchen,339_5615
euskirchen,344_5608
euskirchen,348_5614
euskirchen,338_5611
euskirchen,345_5608
euskirchen,348_5610
euskirchen,341_5611
euskirchen,348_5618
euskirchen,350_5606
euskirchen,345_5604
euskirchen,341_5615
euskirchen,347_5608
euskirchen,343_5615
euskirchen,347_5604
euskirchen,343_5611
euskirchen,346_5604
euskirchen,342_5615
euskirchen,342_5611
euskirchen,346_5608
euskirchen,346_5613
euskirchen,346_5617
euskirchen,347_5613
euskirchen,352_5611
euskirchen,347_5617
euskirchen,345_5617
euskirchen,350_5611
euskirchen,345_5613
euskirchen,348_5603
euskirchen,348_5607
euskirchen,349_5603
euskirchen,349_5607
euskirchen,351_5611
euskirchen,344_5617
euskirchen,344_5613
euskirchen,350_5608
euskirchen,348_5616
euskirchen,338_5613
euskirchen,338_5617
euskirchen,348_5612
euskirchen,341_5613
euskirchen,350_5604
euskirchen,341_5617
euskirchen,345_5606
euskirchen,351_5604
euskirchen,340_5613
euskirchen,340_5617
euskirchen,339_5613
euskirchen,351_5608
euskirchen,349_5616
euskirchen,349_5612
euskirchen,339_5617
euskirchen,342_5617
euskirchen,346_5606
euskirchen,342_5613
euskirchen,353_5604
euskirchen,352_5608
euskirchen,347_5606
euskirchen,343_5617
euskirchen,352_5604
euskirchen,343_5613
euskirchen,341_5612
euskirchen,345_5603
euskirchen,350_5605
euskirchen,341_5616
euskirchen,345_5607
euskirchen,348_5617
euskirchen,350_5609
euskirchen,338_5612
euskirchen,338_5616
euskirchen,348_5613
euskirchen,339_5612
euskirchen,349_5617
euskirchen,351_5609
euskirchen,349_5613
euskirchen,339_5616
euskirchen,351_5605
euskirchen,340_5612
euskirchen,340_5616
euskirchen,342_5616
euskirchen,346_5607
euskirchen,342_5612
euskirchen,346_5603
euskirchen,353_5605
euskirchen,347_5607
euskirchen,343_5616
euskirchen,352_5605
euskirchen,347_5603
euskirchen,343_5612
euskirchen,352_5609
euskirchen,346_5612
euskirchen,346_5616
euskirchen,347_5612
euskirchen,352_5610
euskirchen,347_5616
euskirchen,348_5606
euskirchen,345_5616
euskirchen,350_5610
euskirchen,345_5612
euskirchen,351_5610
euskirchen,344_5616
euskirchen,344_5612
euskirchen,349_5606
gelsenkirchen,362_5715
gelsenkirchen,362_5711
gelsenkirchen,362_5719
gelsenkirchen,366_5708
gelsenkirchen,367_5708
gelsenkirchen,363_5719
gelsenkirchen,363_5715
gelsenkirchen,363_5711
gelsenkirchen,368_5714
gelsenkirchen,361_5719
gelsenkirchen,365_5708
gelsenkirchen,368_5710
gelsenkirchen,361_5711
gelsenkirchen,370_5706
gelsenkirchen,369_5714
gelsenkirchen,369_5710
gelsenkirchen,364_5708
gelsenkirchen,365_5715
gelsenkirchen,370_5713
gelsenkirchen,368_5709
gelsenkirchen,365_5711
gelsenkirchen,365_5719
gelsenkirchen,368_5705
gelsenkirchen,364_5719
gelsenkirchen,369_5705
gelsenkirchen,371_5713
gelsenkirchen,364_5715
gelsenkirchen,364_5711
gelsenkirchen,369_5709
gelsenkirchen,366_5719
gelsenkirchen,366_5711
gelsenkirchen,366_5715
gelsenkirchen,367_5711
gelsenkirchen,367_5715
gelsenkirchen,363_5708
gelsenkirchen,365_5718
gelsenkirchen,365_5714
gelsenkirchen,370_5712
gelsenkirchen,368_5708
gelsenkirchen,370_5716
gelsenkirchen,365_5710
gelsenkirchen,371_5712
gelsenkirchen,364_5714
gelsenkirchen,364_5710
gelsenkirchen,369_5708
gelsenkirchen,364_5718
gelsenkirchen,366_5710
gelsenkirchen,366_5714
gelsenkirchen,366_5718
gelsenkirchen,362_5709
gelsenkirchen,363_5709
gelsenkirchen,367_5710
gelsenkirchen,367_5714
gelsenkirchen,362_5718
gelsenkirchen,366_5709
gelsenkirchen,366_5705
gelsenkirchen,362_5714
gelsenkirchen,362_5710
gelsenkirchen,363_5714
gelsenkirchen,367_5705
gelsenkirchen,363_5710
gelsenkirchen,367_5709
gelsenkirchen,363_5718
gelsenkirchen,361_5710
gelsenkirchen,370_5707
gelsenkirchen,368_5715
gelsenkirchen,361_5718
gelsenkirchen,365_5709
gelsenkirchen,368_5711
gelsenkirchen,369_5715
gelsenkirchen,369_5711
gelsenkirchen,364_5709
gelsenkirchen,364_5716
gelsenkirchen,364_5712
gelsenkirchen,371_5714
gelsenkirchen,361_5720
gelsenkirchen,369_5706
gelsenkirchen,360_5720
gelsenkirchen,368_5706
gelsenkirchen,365_5716
gelsenkirchen,370_5710
gelsenkirchen,370_5714
gelsenkirchen,365_5712
gelsenkirchen,362_5720
gelsenkirchen,367_5712
gelsenkirchen,367_5716
gelsenkirchen,366_5712
gelsenkirchen,366_5716
gelsenkirchen,363_5720
gelsenkirchen,367_5707
gelsenkirchen,363_5716
gelsenkirchen,363_5712
gelsenkirchen,366_5720
gelsenkirchen,362_5716
gelsenkirchen,366_5707
gelsenkirchen,362_5712
gelsenkirchen,369_5717
gelsenkirchen,369_5713
gelsenkirchen,365_5720
gelsenkirchen,364_5707
gelsenkirchen,370_5705
gelsenkirchen,365_5707
gelsenkirchen,370_5709
gelsenkirchen,368_5717
gelsenkirchen,364_5720
gelsenkirchen,368_5713
gelsenkirchen,367_5706
gelsenkirchen,363_5717
gelsenkirchen,363_5713
gelsenkirchen,362_5717
gelsenkirchen,366_5706
gelsenkirchen,362_5713
gelsenkirchen,369_5716
gelsenkirchen,371_5708
gelsenkirchen,369_5712
gelsenkirchen,368_5716
gelsenkirchen,370_5708
gelsenkirchen,364_5721
gelsenkirchen,368_5712
gelsenkirchen,361_5717
gelsenkirchen,365_5706
gelsenkirchen,361_5721
gelsenkirchen,369_5707
gelsenkirchen,364_5717
gelsenkirchen,364_5713
gelsenkirchen,365_5717
gelsenkirchen,370_5711
gelsenkirchen,370_5715
gelsenkirchen,365_5713
gelsenkirchen,360_5721
gelsenkirchen,368_5707
gelsenkirchen,367_5713
gelsenkirchen,367_5717
gelsenkirchen,362_5721
gelsenkirchen,363_5721
gelsenkirchen,366_5713
gelsenkirchen,366_5717
guetersloh,454_5748
guetersloh,459_5750
guetersloh,459_5754
guetersloh,462_5747
guetersloh,458_5750
guetersloh,455_5748
guetersloh,458_5754
guetersloh,453_5751
guetersloh,461_5747
guetersloh,465_5752
guetersloh,453_5755
guetersloh,457_5748
guetersloh,456_5748
guetersloh,460_5747
guetersloh,452_5751
guetersloh,464_5752
guetersloh,453_5748
guetersloh,457_5755
guetersloh,461_5752
guetersloh,457_5751
guetersloh,460_5752
guetersloh,456_5755
guetersloh,456_5751
guetersloh,460_5756
guetersloh,459_5749
guetersloh,454_5751
guetersloh,454_5755
guetersloh,462_5752
guetersloh,459_5745
guetersloh,458_5745
guetersloh,455_5751
guetersloh,458_5749
guetersloh,463_5752
guetersloh,455_5755
guetersloh,457_5754
guetersloh,461_5753
guetersloh,457_5750
guetersloh,457_5758
guetersloh,453_5749
guetersloh,452_5749
guetersloh,456_5758
guetersloh,460_5753
guetersloh,456_5754
guetersloh,456_5750
guetersloh,454_5758
guetersloh,459_5748
guetersloh,454_5750
guetersloh,454_5754
guetersloh,462_5753
guetersloh,455_5750
guetersloh,458_5748
guetersloh,463_5753
guetersloh,455_5754
guetersloh,455_5758
guetersloh,454_5749
guetersloh,459_5751
guetersloh,459_5755
guetersloh,458_5751
guetersloh,455_5749
guetersloh,458_5755
guetersloh,457_5749
guetersloh,453_5750
guetersloh,461_5746
guetersloh,465_5753
guetersloh,457_5745
guetersloh,453_5754
guetersloh,460_5746
guetersloh,452_5750
guetersloh,452_5754
guetersloh,456_5745
guetersloh,464_5753
guetersloh,456_5749
guetersloh,460_5751
guetersloh,456_5756
guetersloh,456_5752
guetersloh,460_5755
guetersloh,457_5756
guetersloh,453_5747
guetersloh,461_5751
guetersloh,461_5755
guetersloh,457_5752
guetersloh,455_5752
guetersloh,463_5755
guetersloh,463_5751
guetersloh,455_5756
guetersloh,458_5746
guetersloh,459_5746
guetersloh,462_5755
guetersloh,454_5752
guetersloh,454_5756
guetersloh,462_5751
guetersloh,458_5753
guetersloh,458_5757
guetersloh,455_5747
guetersloh,451_5752
guetersloh,466_5751
guetersloh,454_5747
guetersloh,450_5752
guetersloh,459_5753
guetersloh,462_5748
guetersloh,464_5755
guetersloh,452_5752
guetersloh,456_5747
guetersloh,452_5756
guetersloh,464_5751
guetersloh,460_5748
guetersloh,461_5748
guetersloh,453_5752
guetersloh,465_5751
guetersloh,453_5756
guetersloh,457_5747
guetersloh,455_5746
guetersloh,451_5753
guetersloh,458_5752
guetersloh,458_5756
guetersloh,459_5752
guetersloh,459_5756
guetersloh,462_5749
guetersloh,450_5753
guetersloh,460_5749
guetersloh,460_5745
guetersloh,464_5754
guetersloh,452_5753
guetersloh,456_5746
guetersloh,452_5757
guetersloh,453_5753
guetersloh,465_5754
guetersloh,453_5757
guetersloh,457_5746
guetersloh,461_5749
guetersloh,460_5750
guetersloh,456_5757
guetersloh,456_5753
guetersloh,460_5754
guetersloh,457_5757
guetersloh,461_5750
guetersloh,461_5754
guetersloh,457_5753
guetersloh,458_5747
guetersloh,455_5753
guetersloh,463_5754
guetersloh,463_5750
guetersloh,455_5757
guetersloh,462_5754
guetersloh,454_5753
guetersloh,454_5757
guetersloh,462_5750
guetersloh,459_5747
hagen,397_5682
hagen,393_5693
hagen,397_5686
hagen,393_5697
hagen,400_5694
hagen,400_5690
hagen,401_5694
hagen,401_5690
hagen,392_5693
hagen,396_5682
hagen,392_5697
hagen,396_5686
hagen,387_5691
hagen,388_5685
hagen,399_5692
hagen,394_5686
hagen,388_5689
hagen,394_5682
hagen,390_5693
hagen,389_5689
hagen,395_5686
hagen,391_5693
hagen,395_5682
hagen,398_5692
hagen,402_5690
hagen,389_5685
hagen,398_5696
hagen,394_5693
hagen,390_5686
hagen,394_5697
hagen,388_5690
hagen,399_5687
hagen,399_5683
hagen,388_5694
hagen,398_5687
hagen,389_5690
hagen,389_5694
hagen,398_5683
hagen,395_5693
hagen,402_5689
hagen,395_5697
hagen,391_5686
hagen,400_5685
hagen,393_5686
hagen,393_5682
hagen,397_5693
hagen,400_5689
hagen,396_5697
hagen,392_5686
hagen,401_5689
hagen,396_5693
hagen,387_5688
hagen,401_5685
hagen,388_5691
hagen,399_5686
hagen,399_5682
hagen,388_5695
hagen,390_5683
hagen,394_5692
hagen,390_5687
hagen,394_5696
hagen,402_5688
hagen,395_5692
hagen,391_5683
hagen,395_5696
hagen,391_5687
hagen,398_5686
hagen,389_5691
hagen,389_5695
hagen,398_5682
hagen,393_5687
hagen,397_5696
hagen,400_5688
hagen,397_5692
hagen,400_5684
hagen,386_5689
hagen,387_5689
hagen,401_5684
hagen,396_5696
hagen,392_5687
hagen,396_5692
hagen,401_5688
hagen,400_5695
hagen,400_5691
hagen,397_5683
hagen,393_5692
hagen,397_5687
hagen,393_5696
hagen,392_5692
hagen,396_5683
hagen,392_5696
hagen,396_5687
hagen,387_5690
hagen,401_5691
hagen,394_5687
hagen,388_5688
hagen,394_5683
hagen,390_5692
hagen,388_5684
hagen,399_5693
hagen,398_5693
hagen,389_5684
hagen,389_5688
hagen,395_5687
hagen,391_5692
hagen,395_5683
hagen,395_5690
hagen,398_5688
hagen,391_5685
hagen,395_5694
hagen,398_5684
hagen,389_5693
hagen,391_5689
hagen,398_5680
hagen,388_5693
hagen,399_5684
hagen,390_5689
hagen,399_5688
hagen,394_5690
hagen,394_5694
hagen,390_5685
hagen,392_5689
hagen,401_5686
hagen,392_5685
hagen,396_5694
hagen,396_5690
hagen,397_5694
hagen,397_5690
hagen,393_5689
hagen,400_5682
hagen,400_5686
hagen,396_5681
hagen,392_5690
hagen,396_5685
hagen,392_5694
hagen,396_5689
hagen,401_5693
hagen,400_5693
hagen,397_5689
hagen,393_5690
hagen,397_5681
hagen,393_5694
hagen,397_5685
hagen,398_5691
hagen,389_5686
hagen,395_5689
hagen,398_5695
hagen,395_5685
hagen,391_5694
hagen,395_5681
hagen,391_5690
hagen,390_5694
hagen,394_5685
hagen,390_5690
hagen,394_5681
hagen,394_5689
hagen,399_5691
hagen,399_5695
hagen,401_5692
hagen,396_5688
hagen,396_5680
hagen,392_5691
hagen,396_5684
hagen,392_5695
hagen,393_5691
hagen,397_5680
hagen,393_5695
hagen,397_5684
hagen,397_5688
hagen,400_5692
hagen,395_5684
hagen,391_5695
hagen,391_5691
hagen,398_5690
hagen,389_5687
hagen,395_5688
hagen,389_5683
hagen,398_5694
hagen,394_5688
hagen,388_5687
hagen,399_5690
hagen,399_5694
hagen,390_5695
hagen,390_5691
hagen,398_5685
hagen,389_5692
hagen,391_5688
hagen,398_5681
hagen,395_5691
hagen,398_5689
hagen,391_5684
hagen,395_5695
hagen,399_5689
hagen,394_5691
hagen,394_5695
hagen,390_5684
hagen,388_5692
hagen,399_5685
hagen,399_5681
hagen,390_5688
hagen,396_5695
hagen,396_5691
hagen,401_5683
hagen,392_5688
hagen,401_5687
hagen,393_5688
hagen,400_5683
hagen,400_5687
hagen,397_5695
hagen,397_5691
hamm,419_5727
hamm,419_5723
hamm,423_5717
hamm,410_5722
hamm,426_5725
hamm,422_5730
hamm,426_5721
hamm,427_5725
hamm,411_5722
hamm,411_5726
hamm,427_5721
hamm,423_5730
hamm,418_5727
hamm,422_5717
hamm,418_5723
hamm,421_5730
hamm,425_5721
hamm,413_5726
hamm,413_5722
hamm,425_5725
hamm,420_5717
hamm,421_5717
hamm,412_5726
hamm,424_5721
hamm,420_5730
hamm,424_5725
hamm,412_5722
hamm,417_5718
hamm,421_5729
hamm,424_5717
hamm,421_5725
hamm,417_5722
hamm,417_5726
hamm,421_5721
hamm,416_5722
hamm,420_5725
hamm,420_5721
hamm,416_5726
hamm,420_5729
hamm,429_5724
hamm,414_5726
hamm,422_5721
hamm,418_5715
hamm,422_5725
hamm,411_5718
hamm,414_5722
hamm,419_5732
hamm,418_5719
hamm,422_5729
hamm,419_5719
hamm,418_5732
hamm,423_5729
hamm,409_5721
hamm,419_5715
hamm,423_5721
hamm,415_5726
hamm,415_5722
hamm,410_5718
hamm,423_5725
hamm,421_5724
hamm,413_5732
hamm,417_5723
hamm,417_5727
hamm,421_5720
hamm,421_5728
hamm,424_5716
hamm,428_5725
hamm,420_5728
hamm,429_5725
hamm,416_5723
hamm,412_5732
hamm,413_5719
hamm,420_5724
hamm,420_5720
hamm,416_5727
hamm,418_5718
hamm,419_5733
hamm,408_5724
hamm,422_5728
hamm,414_5727
hamm,418_5714
hamm,422_5720
hamm,422_5724
hamm,411_5719
hamm,414_5723
hamm,423_5720
hamm,419_5714
hamm,415_5727
hamm,415_5723
hamm,410_5719
hamm,423_5724
hamm,409_5724
hamm,418_5733
hamm,419_5718
hamm,423_5728
hamm,409_5720
hamm,415_5719
hamm,414_5732
hamm,410_5723
hamm,426_5724
hamm,422_5731
hamm,426_5720
hamm,410_5727
hamm,426_5728
hamm,419_5726
hamm,423_5716
hamm,419_5722
hamm,418_5726
hamm,427_5728
hamm,418_5722
hamm,422_5716
hamm,427_5724
hamm,411_5723
hamm,414_5719
hamm,411_5727
hamm,420_5716
hamm,425_5728
hamm,421_5731
hamm,425_5720
hamm,430_5726
hamm,413_5727
hamm,417_5732
hamm,416_5719
hamm,413_5723
hamm,425_5724
hamm,412_5727
hamm,424_5720
hamm,420_5731
hamm,424_5724
hamm,412_5723
hamm,417_5719
hamm,421_5716
hamm,424_5728
hamm,416_5729
hamm,429_5727
hamm,412_5730
hamm,416_5721
hamm,420_5726
hamm,420_5722
hamm,416_5725
hamm,421_5726
hamm,417_5721
hamm,413_5730
hamm,417_5725
